Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Unit_Price,Total_Amount,Order_Status,Payment_Method
820,224,47,2024-09-25,4,827.02,3308.08,Completed,Credit Card
821,59,26,2024-12-02,1,254.66,254.66,Cancelled,Credit Card
822,79,79,2025-06-10,2,138.66,277.32,Completed,Credit Card
823,366,15,2024-07-17,1,474.31,474.31,Completed,Apple Pay
824,306,151,2024-06-07,2,296.59,593.18,Completed,PayPal
825,32,82,2024-10-22,1,87.14,87.14,Completed,Bank Transfer
826,120,5,2024-06-29,5,1219.85,6099.25,Completed,Google Pay
827,334,33,2024-07-21,1,356.02,356.02,Completed,Debit Card
828,192,139,2025-06-23,3,306.13,918.39,Completed,Google Pay
829,232,11,2023-10-08,2,1303.72,2607.44,Completed,Bank Transfer
830,498,43,2023-10-06,5,1454.41,7272.05,Shipped,PayPal
831,430,175,2024-09-05,1,56.07,56.07,Shipped,Google Pay
832,145,12,2024-04-13,2,459.28,918.56,Pending,Credit Card
833,426,36,2025-03-01,6,344.92,2069.52,Completed,Google Pay
834,259,82,2025-05-11,5,87.14,435.7,Cancelled,Bank Transfer
835,232,70,2024-06-13,6,159.59,957.54,Completed,Google Pay
836,169,5,2025-05-24,1,1219.85,1219.85,Shipped,Apple Pay
837,3,3,2025-02-05,4,73.79,295.16,Cancelled,Apple Pay
838,276,21,2025-03-30,2,984.17,1968.34,Pending,Apple Pay
839,345,32,2024-08-20,3,1492.86,4478.58,Completed,Apple Pay
840,91,197,2025-04-10,6,104.41,626.46,Completed,Apple Pay
841,5,57,2025-03-10,3,196.92,590.76,Pending,PayPal
842,99,24,2025-04-12,2,262.48,524.96,Completed,Debit Card
843,253,93,2023-12-14,2,545.5,1091.0,Shipped,Debit Card
844,4,51,2025-06-23,2,553.23,1106.46,Completed,Apple Pay
845,88,142,2024-05-07,3,147.02,441.06,Shipped,Google Pay
846,90,17,2024-12-25,3,322.46,967.38,Completed,Google Pay
847,374,71,2024-05-06,2,165.14,330.28,Pending,Bank Transfer
848,273,158,2024-06-18,2,318.85,637.7,Completed,Bank Transfer
849,345,167,2024-01-02,1,149.83,149.83,Completed,Credit Card
850,349,133,2024-10-23,1,359.84,359.84,Pending,Debit Card
